iter	Logloss
120	0.1788062182
121	0.1774849632
122	0.1759438255
123	0.1743745284
124	0.173182869
125	0.1714969635
126	0.1701450001
127	0.169014844
128	0.167786893
129	0.1666565982
130	0.1656965429
131	0.164393581
132	0.163300809
133	0.1620202845
134	0.1606645237
135	0.1593146758
136	0.158033371
137	0.1569280798
138	0.1559812893
139	0.1550804138
140	0.1540355336
141	0.1530018546
142	0.1517548128
143	0.1505230644
144	0.1497459932
145	0.1486093001
146	0.1475179846
147	0.1465792049
148	0.1454464999
149	0.1442689029
150	0.1433149338
151	0.142272273
152	0.1413697156
153	0.1403348142
154	0.1391983986
155	0.1383835706
156	0.137360252
157	0.1363737627
158	0.1355274027
159	0.1344583338
160	0.1335813869
161	0.1327802485
162	0.131909145
163	0.1310773849
164	0.1303356344
165	0.1296198411
166	0.1288442438
167	0.1280647451
168	0.1271020889
169	0.1263249137
170	0.1256531629
171	0.1246805538
172	0.1237673239
173	0.1229802218
174	0.1222939058
175	0.1213444276
176	0.1205576983
177	0.1198122198
178	0.1191287127
179	0.1182469455
180	0.1173491911
181	0.1165858529
182	0.1159287713
183	0.1150877172
184	0.1143494086
185	0.1136770942
186	0.1129426089
187	0.112362905
188	0.1116729823
189	0.1108347112
190	0.1101724278
191	0.1096186725
192	0.1088823145
193	0.1081410668
194	0.1073776765
195	0.1067969929
196	0.1059910688
197	0.1054476998
198	0.1049601555
199	0.1041833011
200	0.1036574624
201	0.1030424638
202	0.1024716724
203	0.1018525904
204	0.1011876106
205	0.1006469727
206	0.1000079242
207	0.09945163727
208	0.09869888479
209	0.09807017933
210	0.09750387018
211	0.09699066336
212	0.09643398632
213	0.0959620996
214	0.09544010162
215	0.09502372742
216	0.09454633539
217	0.09403962222
218	0.09367572611
219	0.09315924211
220	0.09265127182
221	0.09228140224
222	0.09180072438
223	0.09130294106
224	0.09082511555
225	0.09020652771
226	0.08973618421
227	0.08925804658
228	0.08896797354
229	0.08834781647
230	0.08778572083
231	0.08728377602
232	0.08684782548
233	0.08633672541
234	0.08583290794
235	0.08544742411
236	0.08495088057
237	0.08448767229
238	0.08406688517
239	0.08349366622
240	0.08310035359
241	0.08283685337
242	0.08229150772
243	0.08189274181
244	0.08159510006
245	0.08116449876
246	0.08079490662
247	0.08028557517
248	0.07981615934
249	0.07940037467
250	0.07891348926
251	0.0785364151
252	0.07819068215
253	0.07775457556
254	0.07739807476
255	0.07709437284
256	0.07673687501
257	0.07637434873
258	0.07595551231
259	0.07559791045
260	0.0753297459
261	0.0750275005
262	0.07467528257
263	0.07432842255
264	0.07396588759
265	0.0736499613
266	0.07327527133
267	0.07288484573
268	0.07257545211
269	0.07228185914
270	0.07191509334
271	0.0715420723
272	0.07123902061
273	0.07090522593
274	0.07059153644
275	0.07022337914
276	0.06988443028
277	0.0696089181
278	0.06929028684
279	0.06898118799
280	0.06850867705
281	0.06821505373
282	0.06794337359
283	0.06759933992
284	0.06721724597
285	0.06696598747
286	0.06668496565
287	0.06633407419
288	0.06604841406
289	0.06575427489
290	0.06553893089
291	0.06523753946
292	0.06488912322
293	0.06454754743
294	0.06431446075
295	0.06400461197
296	0.06370117448
297	0.06347061071
298	0.06317023364
299	0.06286968318
300	0.06250992688
301	0.06226621108
302	0.0620379578
303	0.06178985076
304	0.06156164083
305	0.06133303209
306	0.06101855798
307	0.06078114943
308	0.0604731343
309	0.06024518446
310	0.06001302546
311	0.05973534584
312	0.05949295651
313	0.05922700709
314	0.05895553936
315	0.05866103606
316	0.05844063325
317	0.05821382349
318	0.05793687647
319	0.05775908557
320	0.05754280957
321	0.05727878484
322	0.05701467774
323	0.05687099804
324	0.05666166219
325	0.05644367391
326	0.05621942173
327	0.05596059886
328	0.05573749542
329	0.05549277392
330	0.05529954217
331	0.05506067276
332	0.05484146205
333	0.05463978594
334	0.05439916091
335	0.05420098738
336	0.05396640951
337	0.05381973007
338	0.05360534408
339	0.05337498405
340	0.0532416387
341	0.05303451365
342	0.05285071893
343	0.05266197378
344	0.05246995579
345	0.05226679715
346	0.05205745264
347	0.05186024579
348	0.05165461627
349	0.05146805156
350	0.05124047453
351	0.05103825222
352	0.05077427951
353	0.05058073564
354	0.0503973354
355	0.05020731146
356	0.05006832643
357	0.04987734448
358	0.04968561259
359	0.04955498955
360	0.04936198321
361	0.04920167056
362	0.04902134809
363	0.04886285608
364	0.04865797216
365	0.04848126498
366	0.04828803756
367	0.04811573029
368	0.04792869741
369	0.04773350629
370	0.04747526862
371	0.04731214263
372	0.04715332985
373	0.04697943167
374	0.04679690708
375	0.04660919363
376	0.04646817988
377	0.04627709822
378	0.04609151754
379	0.04591100866
380	0.04576086998
381	0.0455916318
382	0.04541572224
383	0.04524822235
384	0.04503580874
385	0.04487061934
386	0.0447193926
387	0.04454596259
388	0.04440700791
389	0.04424013225
390	0.04406904741
391	0.04391877001
392	0.04376524578
393	0.04360710491
394	0.04345308651
395	0.0433151852
396	0.04318069111
397	0.04310607477
398	0.04298096137
399	0.04281226938
400	0.04267857725
401	0.04250748374
402	0.04232970585
403	0.04220577153
404	0.04206441532
405	0.0419082685
406	0.04177616293
407	0.0416689526
408	0.0415164514
409	0.04137254628
410	0.04126481143
411	0.04111141725
412	0.04094831293
413	0.04079592878
414	0.0406577197
415	0.0405378255
416	0.04040677764
417	0.04027815732
418	0.04014921188
419	0.04002726295
420	0.03987661275
421	0.03975563049
422	0.03963550654
423	0.03952221437
424	0.0394123771
425	0.03930444284
426	0.03920135498
427	0.03905645717
428	0.03893544457
429	0.03880760886
430	0.03867284168
431	0.03854880766
432	0.03843981136
433	0.03832407431
434	0.03822548173
435	0.03808789253
436	0.0379720948
437	0.03787416111
438	0.03772517118
439	0.03759895671
440	0.03748350577
441	0.03737728812
442	0.03728047284
443	0.03716730204
444	0.03707528548
445	0.03696810982
446	0.03687999032
447	0.03675485958
448	0.03662619157
449	0.03651364933
450	0.03641476198
451	0.03630568114
452	0.03615436771
453	0.03604058569
454	0.0359443036
455	0.03582595262
456	0.03573408344
457	0.03560880097
458	0.03549748551
459	0.03535715016
460	0.0352403359
461	0.0351350004
462	0.03501356298
463	0.03490444747
464	0.03482470296
465	0.03470322436
466	0.03459752473
467	0.0344701897
468	0.03436738144
469	0.03425043713
470	0.0341613336
471	0.03405965242
472	0.03396467512
473	0.03385577202
474	0.03375237855
475	0.03365235762
476	0.03354618766
477	0.03342969851
478	0.03333796371
479	0.03321992051
480	0.03312971158
481	0.03302420703
482	0.03293102004
483	0.03283522346
484	0.03274685253
485	0.03265385628
486	0.03255985867
487	0.03248036124
488	0.03237446872
489	0.03226857185
490	0.03218325702
491	0.03209977583
492	0.03200045499
493	0.03192303397
494	0.03183653138
495	0.0317396424
496	0.03162633939
497	0.03153785792
498	0.03144915321
499	0.03136793917
500	0.03128065846
501	0.03119668094
502	0.03110076081
503	0.03104225289
504	0.03096251921
505	0.03087016669
506	0.03077815879
507	0.0306942788
508	0.03059914762
509	0.03048999526
510	0.03041631092
511	0.03032399958
512	0.03023979014
513	0.03015810793
514	0.03005821271
515	0.0299708063
516	0.02989515175
517	0.02981543541
518	0.02974038124
519	0.02963796529
520	0.02957939018
521	0.02949525876
522	0.02943453789
523	0.02936644121
524	0.02927782319
525	0.02919767336
526	0.02911299792
527	0.02904707085
528	0.02897967209
529	0.02890649709
530	0.02882379185
531	0.02874445048
532	0.0286606767
533	0.02859192111
534	0.02848125805
535	0.02841740305
536	0.02834337408
537	0.02829324115
538	0.02823954712
539	0.02815431031
540	0.02808024667
541	0.02801324021
542	0.02794508934
543	0.02786355886
544	0.02779658057
545	0.02772833434
546	0.02765884616
547	0.02758255872
548	0.02751149698
549	0.0274395856
550	0.02736680291
551	0.02728878368
552	0.02720390667
553	0.02713720582
554	0.02706848491
555	0.02699670358
556	0.02693035386
557	0.02683946436
558	0.0267749613
559	0.02670687112
560	0.02663682591
561	0.02656857317
562	0.02649393515
563	0.02642601187
564	0.02635967515
565	0.02628391873
566	0.02622591799
567	0.02616734938
568	0.02609167316
569	0.0260163719
570	0.02594712214
571	0.02589325038
572	0.02583165602
573	0.0257682887
574	0.02570478916
575	0.02563898997
576	0.02558592016
577	0.0255298116
578	0.02546472549
579	0.02540901357
580	0.02534620112
581	0.02528001395
582	0.02521716465
583	0.02516542131
584	0.02510658611
585	0.02504353957
586	0.02497820421
587	0.02490654859
588	0.0248449499
589	0.024788384
590	0.02472625862
591	0.02467350526
592	0.02461163131
593	0.02454890121
594	0.0244791291
595	0.0244229165
596	0.02436357411
597	0.02431138212
598	0.02423462651
599	0.02418114489
600	0.02412574508
601	0.02406781153
602	0.02401501916
603	0.02395124002
604	0.02389138829
605	0.02382827455
606	0.02377176718
607	0.02370994958
608	0.02365825826
609	0.02360246832
610	0.0235536662
611	0.02350351377
612	0.02345894033
613	0.02340205366
614	0.02333527695
615	0.02327146097
616	0.02322261984
617	0.02316813902
618	0.02311446016
619	0.02305986665
620	0.02301066572
621	0.02296055664
622	0.02291560823
623	0.02284720161
624	0.02279082645
625	0.02272917574
626	0.02266626792
627	0.02261212739
628	0.02256219387
629	0.02251835303
630	0.02247313586
631	0.02242770195
632	0.02236441699
633	0.02231651219
634	0.0222737269
635	0.0222303954
636	0.02215967178
637	0.02211514386
638	0.02206814072
639	0.02202052853
640	0.02196937041
641	0.02192380212
642	0.02187525142
643	0.0218327739
644	0.021770577
645	0.02172515609
646	0.02167337591
647	0.02162321264
648	0.02157871506
649	0.02152934074
650	0.02146922025
651	0.0213964679
652	0.02135827975
653	0.02130814899
654	0.02125404098
655	0.02120933316
656	0.02115838311
657	0.02112327489
658	0.02108531865
659	0.02104214538
660	0.02099938393
661	0.02095550624
662	0.02091677406
663	0.0208656116
664	0.02081171383
665	0.02075509158
666	0.0207130042
667	0.02067247738
668	0.02062316591
669	0.0205805215
670	0.02054330652
671	0.02050572742
672	0.02045319947
673	0.02041311481
674	0.02036962509
675	0.02030535394
676	0.02026229555
677	0.02022181424
678	0.02017743804
679	0.02013500387
680	0.02008205327
681	0.020044925
682	0.02000354637
683	0.01996238015
684	0.01992510882
685	0.01988950643
686	0.01984428709
687	0.01979342374
688	0.01973987493
689	0.01970063773
690	0.01966223717
691	0.01962222186
692	0.01957663406
693	0.01953855428
694	0.01950293454
695	0.01946270032
696	0.01941617185
697	0.01936553175
698	0.01932206154
699	0.01928464716
700	0.01924855276
701	0.0192052451
702	0.01916079738
703	0.01912479834
704	0.01908931299
705	0.01904431256
706	0.01900633899
707	0.01896334561
708	0.01892841079
709	0.01889051958
710	0.01884912144
711	0.01880110827
712	0.01876797243
713	0.01873755672
714	0.01869445064
715	0.01865605874
716	0.01859642376
717	0.01855960109
718	0.01852263537
719	0.01848584088
720	0.01844980283
721	0.018411593
722	0.01837423715
723	0.01834301082
724	0.01830593889
725	0.01826336601
726	0.01821996299
727	0.01818705472
728	0.01814965118
729	0.01811540127
730	0.01808422045
731	0.01805215315
732	0.01801582033
733	0.01797261346
734	0.01793435812
735	0.01789022467
736	0.01785831668
737	0.01781910008
738	0.01779123436
739	0.01776044802
740	0.01772311818
741	0.0176836534
742	0.01764872074
743	0.01761659601
744	0.017560883
745	0.01752646403
746	0.01749121059
747	0.01745159843
748	0.01741336259
749	0.01737003652
750	0.01732861671
751	0.01729444807
752	0.01725011956
753	0.01720974012
754	0.01717836423
755	0.01714395176
756	0.0171094125
757	0.01708089872
758	0.01704854965
759	0.01701976603
760	0.01698120832
761	0.0169516921
762	0.01692064675
763	0.01688880487
764	0.01685812582
765	0.01683100137
766	0.01679839004
767	0.01675794125
768	0.01672692191
769	0.01669331464
770	0.01663836999
771	0.01660818837
772	0.01657290459
773	0.01653866876
774	0.01651242863
775	0.01648464745
776	0.01645631248
777	0.01642408371
778	0.01639301343
779	0.01635844382
780	0.01632447026
781	0.01629491719
782	0.01626263532
783	0.01623479236
784	0.01620684754
785	0.01616059975
786	0.01613070315
787	0.01609916687
788	0.01606549025
789	0.01603286808
790	0.01600065882
791	0.01597057906
792	0.01594097072
793	0.01591029384
794	0.01588190469
795	0.01585703221
796	0.01581870426
797	0.01577761282
798	0.01574565714
799	0.01571224603
800	0.01568728577
801	0.01565843712
802	0.01561521508
803	0.01558579206
804	0.01555398269
805	0.01553035216
806	0.01550523368
807	0.01547280983
808	0.01544847814
809	0.0154226574
810	0.01539580389
811	0.01536717848
812	0.01534153982
813	0.01531723196
814	0.01529203978
815	0.01526847969
816	0.01523841945
817	0.01520791054
818	0.01518228596
819	0.01514653076
820	0.01512085308
821	0.01509252028
822	0.01506867517
823	0.01504649899
824	0.01502253684
825	0.01499403282
826	0.01497291543
827	0.01495074142
828	0.01492570964
829	0.01490167596
830	0.01487686417
831	0.01484246471
832	0.01481000727
833	0.0147826509
834	0.01475765597
835	0.01472829038
836	0.0146983125
837	0.01467386159
838	0.0146526315
839	0.01462980075
840	0.01460660588
841	0.01457908154
842	0.01455500451
843	0.01452496052
844	0.01449988864
845	0.01447262547
846	0.0144493038
847	0.01442020806
848	0.01439063549
849	0.01435272043
850	0.0143289035
851	0.01430090991
852	0.01427039992
853	0.01424535838
854	0.01422271945
855	0.01420248638
856	0.01417682604
857	0.01415132826
858	0.01412912607
859	0.01410204822
860	0.01407583627
861	0.01405129433
862	0.01402410486
863	0.01400207931
864	0.01397513043
865	0.01395358389
866	0.0139321739
867	0.01390371756
868	0.01387604475
869	0.01385546706
870	0.01383407333
871	0.01381096623
872	0.01379040155
873	0.01376594413
874	0.01373742927
875	0.01371525526
876	0.0136919325
877	0.01367181756
878	0.01365145336
879	0.0136286974
880	0.01360600862
881	0.01358333718
882	0.01354974617
883	0.01352925951
884	0.01350436102
885	0.0134759502
886	0.01345619397
887	0.01343014565
888	0.01340556795
889	0.01338609782
890	0.01336215734
891	0.01333990639
892	0.01331859068
893	0.01330142021
894	0.01328188073
895	0.0132627834
896	0.01324237043
897	0.01321632862
898	0.013195959
899	0.01317432794
900	0.0131477551
901	0.01312977617
902	0.01310918223
903	0.01308672645
904	0.01307071556
905	0.01305418015
906	0.01303136782
907	0.01301299875
908	0.01299017126
909	0.01296659166
910	0.0129482291
911	0.01293281425
912	0.01291007129
913	0.01289206526
914	0.0128731034
915	0.01285455552
916	0.01282934601
917	0.01281093467
918	0.01278865662
919	0.01276400523
920	0.0127456665
921	0.01272784255
922	0.01270973682
923	0.01268780123
924	0.01266921975
925	0.01265104034
926	0.0126294006
927	0.01261157773
928	0.01258852915
929	0.01257226359
930	0.01255521449
931	0.01253442764
932	0.01251748042
933	0.01249656677
934	0.01247917522
935	0.01246127974
936	0.01244349913
937	0.01242234382
938	0.0124057022
939	0.01238920255
940	0.01237042167
941	0.0123540163
942	0.01233761961
943	0.01231706359
944	0.01229869236
945	0.01228191419
946	0.0122677803
947	0.01225373311
948	0.01223702973
949	0.01222089421
950	0.01220494617
951	0.01218916394
952	0.0121733232
953	0.01215246049
954	0.01213735017
955	0.01212173809
956	0.01210614551
957	0.01209062988
958	0.01207519445
959	0.01205983162
960	0.01203785159
961	0.0120210756
962	0.01200694821
963	0.01198788123
964	0.01197191043
965	0.01195473671
966	0.011939699
967	0.01192195415
968	0.01190709959
969	0.01189225912
970	0.01187642813
971	0.01185923706
972	0.01184452447
973	0.01183023128
974	0.01181556095
975	0.01180085702
976	0.01178815582
977	0.01177068624
978	0.01175632694
979	0.01174114617
980	0.01172598709
981	0.01171141213
982	0.01169616309
983	0.01168101051
984	0.01166528572
985	0.01165294647
986	0.01163789359
987	0.01162371635
988	0.01160955646
989	0.01159275553
990	0.01157866175
991	0.01156384295
992	0.011550019
993	0.01153177131
994	0.01151804924
995	0.01150331064
996	0.01148872809
997	0.01147288843
998	0.01145828854
999	0.01144379919
